prd_cd,prd_brnd_nm,prd_brnd_cd,prd_tp_cat_vl,prd_nm,item_index
111170000097,설화수,11117,에센스 & 세럼,윤조에센스,1047
002061000221,에뛰드하우스,00206,아이라이너,반짝 눈물 라이너,1048
007011000609,CEO 보떼,00701,향수,베네통 향수 한정 특가,1049
111850000006,큐브미,11185,이너뷰티,퍼펙트 큐브 4주,1050
111410000261,려,11141,컬러,화윤생 한방 거품염색,1051
111771001486,이니스프리,11177,크림,브라이트닝포어 프라이밍 크림 50mL+링클 세럼 20mL+링클 트리트먼트 20mL,1052
007011000341,CEO 보떼,00701,클렌징,랑팔라투르 천연 주방세제 리퀴드베셀 250ML,1053
111070000839,헤라,11107,에센스 & 세럼,화이트 프로그램 멜라솔브™ 래디언스 세럼,1054
002061000391,에뛰드하우스,00206,클렌징 폼,퍼펙트 모공케어 SET (끝렌징박스+모공타파 마스크 10매),1055
111310000160,미쟝센,11131,스타일링,텍스쳐 워터 스프레이,1056
111130000386,아이오페,11113,앰플,에이지 코렉팅 나이트 앰플,1057
111970000467,라네즈,11197,마스카라,래쉬페셔널  마스카라 [ No.1 엣지블랙 ],1058
111970000485,라네즈,11197,프라이머 & 베이스,스킨베일 베이스 쿠션 SPF22 PA++,1059
007061000006,바디홀릭,00706,남녀공용,바디미스트(화이트),1060
111070000721,헤라,11107,여성향수,더 시그니처 오 드 퍼퓸 30ml,1061
007011000516,CEO 보떼,00701,스킨케어,랑팔라투르 맘앤베이비 유기농 베이비 로션 500ML(+베이비 로션 100ML 증정),1062
111770001202,이니스프리,11177,메이크업,[P] 마이 아이섀도우,1063
111771001474,이니스프리,11177,클렌징 폼,트루케어 칼라민 6.5 클렌저 400mL+7mLx4개+인텐시브 밤 7mLx2개,1064
000511000146,피카소,00051,얼굴(Face) 전용,윤기창조 FB17 파운데이션,1065
111771001400,이니스프리,11177,에센스 & 세럼,브라이트닝 포어 스팟 트리트먼트 30mL,1066
765001000018,아윤채,76500,트리트먼트 & 팩,스칼프 댄드럽 프리 쿨링 마스크,1067
002051000003,세잔느,00205,블러셔,[세잔느] 치크스틱,1068
007011000139,CEO 보떼,00701,향수,벤츠. 쥬시꾸뛰르 남녀 인기향수 모음전,1069
111970000533,라네즈,11197,마스크 & 팩,투톤 시트마스크,1070
007051000045,프라고나르퍼퓸,00705,향수,르 자르뎅 드 프라고나르 코리안드 레몬그라스 퍼퓸 캔들 200g,1071
111970000520,라네즈,11197,블러셔,아이디얼 블러쉬 듀오,1072
110640000209,프리메라,11064,립케어 & 립밤,내추럴 베리 립 마스크,1073
111650000205,한율,11165,에센스 & 세럼,서리태 새결 에센스,1074
111850000035,큐브미,11185,슬리밍,커트 큐브 4주,1075
111310000512,미쟝센,11131,샴푸,퍼펙트세럼 스타일링 샴푸,1076
111970000851,라네즈,11197,마스크 & 팩,[P] 워터포켓 시트마스크 16ml,1077
111270000134,일리윤,11127,바디워시,오일스무딩 클렌저,1078
111410100300,려,11141,트리트먼트 & 팩,[3입] 자양윤모 탈모증상케어 트리트먼트 모발영양,1079
111610100064,프레시팝,11161,샴푸,[3입] 모발영양윤기 더블뉴트리션 아보카도 샴푸,1080
110650000559,마몽드,11065,마스카라,빅아이 워터프루프 마스카라,1081
008011000025,생활도감,00801,치약,[생활도감] 양치가족SET(치약3개+칫솔6개+혀클리너4개),1082
002151000010,맥스팩터,00215,마스카라,폴스 래쉬 이펙트 마스카라,1083
111860000006,프라도어,11186,바디모이스처라이저,바디 프라이머 크림(Jar) [02],1084
111771001434,이니스프리,11177,에센스 & 세럼,링클 사이언스 오일 세럼 30mL+링클 트리트먼트 20mL+씨드 세럼 30mL,1085
007011000072,프라고나르퍼퓸,00701,향수,프라고나르 에밀 퍼퓸 60ML,1086
002111000050,PUPA(뿌빠),00211,블러셔,글로우 옵세션 콤팩트 블러쉬 하이라이터,1087
007011000320,CEO 보떼,00701,여성향수,랑세 헤로익 EDP 50ML,1088
007011000375,펜할리곤스,00701,향수,펜할리곤스 더 듀크 EDP 75ML,1089
111970000828,라네즈,11197,쿠션,[P][수출용] SMW 비비쿠션_포어컨트롤_15G*2,1090
111170000035,설화수,11117,파우더,퍼펙팅 트윈케이크 SPF30/PA+++,1091
005021000072,마이팩토리,00502,핸드 & 풋케어,엘리트모델스 네일 브러시 (스몰),1092
111290000038,해피바스,11129,클렌징 폼,페이셜 요거트 클렌징폼 3종,1093
001101000014,센텔리안24,00110,에센스 & 세럼,엑스퍼트 마데카 멜라 캡처 앰플 7ml *4개입,1094
611121000197,에스쁘아,61112,에센스 & 세럼,프리페이스 워터 세럼,1095
001061000018,아넷사,00106,"",화이트닝 UV 선스크린 젤 SPF50+ PA++++,1096
002071000017,부르조아,00207,립,루즈 에디션 벨벳 꿀조합 듀오 세트,1097
111850000022,큐브미,11185,이너뷰티,[P] 샤인 큐브 4주,1098
111070000395,헤라,11107,마스크 & 팩,히아루로닉 마스크,1099
007021000093,프라다퍼퓸,00702,향수,프라다 캔디 나이트 EDP 80ML,1100
007041000034,CEO 보떼,00704,향수,발렌티노 발렌티나 블러시 EDP 50ML,1101
111310100478,미쟝센,11131,샴푸,[3입] 아로마 에센셜 리프레싱 샴푸 오렌지플라워&베르가못,1102
000511000173,피카소,00051,눈(Eye) 전용,708 아이섀도우,1103
111860000035,프라도어,11186,신상품,바디 미스트,1104
111070100917,헤라,11107,키트 & 팔레트,20SS 컬렉션 멀티팔레트 + 피브레노 파우치 [로얄핑크],1105
002091000011,캔메이크,00209,컨실러,컬러스틱 모이스트 래스팅 커버 2.4g,1106
002061000485,에뛰드하우스,00206,로션 & 에멀젼,리얼 프로폴리스 에멀전,1107
003021000071,아로마티카,00302,스킨 & 토너,라이블리 슈퍼베리어™ 히알루론산 토너 200ml + 30ml,1108
170010000577,"",17001,소품 & 도구,[P] 모디 젤 네일 디자인 팁 (10개 묶음),1109
111771001168,이니스프리,11177,클렌징 폼,익스트림 파워 페이셜 클렌저 100ML,1110
220010000175,리리코스,22001,에센스 & 세럼,마린 하이드로 인텐스 세럼,1111
111110100036,오딧세이,11111,스킨 & 로션,블랙 기초 2종 세트,1112
111130000543,아이오페,11113,선케어,UV쉴드 선 안티폴루션,1113
002061000177,에뛰드하우스,00206,에센스 & 세럼 & 오일,더 잠 헤어 클렌징 워터,1114
002061000338,에뛰드하우스,00206,"",순정 판텐소사이드 마스크 1매,1115
180030000034,디어. 클레어스,18003,페이스 오일,펀더멘탈 워터리 오일 드롭,1116
111380000100,아모레퍼시픽,11138,스킨 & 로션,맨 에센셜 플루이드,1117
002061000311,에뛰드하우스,00206,"",블라썸 피크닉 매트 시크 립라커 (2/25배송),1118
111170100202,설화수,11117,핸드 & 풋케어,윤조지향 홀리데이 리미티드,1119
111310100661,미쟝센,11131,샴푸,[2입] 리본드 프로틴 샴푸,1120
319980100108,"",31998,생활용품,[P] AP 스페셜 기프트 1호 (낱개세트),1121
007021000037,프라다퍼퓸,00702,남성향수,프라다 루나 로사 스포츠 EDT 100ML(+기프트증정),1122
005021000108,마이팩토리,00502,핸드 & 풋케어,더바브엑스퍼트 네일 플라이어,1123
111650000202,한율,11165,마스크 & 팩,자연을 닮은 시트마스크,1124
110640000296,프리메라,11064,메이크업 리무버,미셀라 5.5 클렌징워터,1125
005031000001,라 리베라,00503,스펀지&퍼프,룰라러브 천연해면/ 바디용,1126
111310100594,미쟝센,11131,컬러,[2입] 헬로버블 프라이머,1127
002091000017,캔메이크,00209,마스카라,아이래쉬 컬러 뷰러,1128
111170000230,설화수,11117,파운데이션,쉬어 래스팅 파운데이션 SPF25 PA++,1129
111771000939,이니스프리,11177,스킨 & 토너,19′ 자연발효 에너지 스킨 200mL,1130
002141000022,베르사유의 장미,00214,아이라이너,리퀴드 아이라이너 1+1,1131
111830000015,스테디,11183,마스크 & 팩,패브릭 마스크 브라이트닝웨어 마이크로레이온 [1매],1132
002061000274,에뛰드하우스,00206,파우더,제로피지 드라잉 파우더 NEW,1133
111070000286,헤라,11107,BB & CC크림,어반 베일 CC크림,1134
111771001005,이니스프리,11177,스킨 & 토너,제주 용암해수 스킨,1135
110650000639,마몽드,11065,쿠션,[P] 체리블라썸 브라이트닝 커버 파우더 쿠션,1136
150100000003,에스트라,15010,크림,리제덤365 리페어 링클 크림,1137
003021000059,아로마티카,00302,샴푸,[SET] 티트리 퓨리파잉 샴푸 900ml + 토닉100ml,1138
111771000716,이니스프리,11177,클렌징,마이 헤어 레시피 로스케어 샴푸,1139
111771000882,이니스프리,11177,"",19′ 포레스트 노세범 선블록 SPF50+,1140
001071000024,BCL,00107,마스카라,브로우래쉬 네오 래쉬업 마스카라 (롱앤컬/볼륨앤컬),1141
111771001442,이니스프리,11177,에센스 & 세럼,포레스트 포어케어 올인원 에센스+포레스트 쉐이빙클렌징 폼+틴케이스+꽃송이 4종,1142
000511000184,피카소,00051,얼굴(Face) 전용,619 컨실러,1143
002131000004,에르비(LB),00213,아이섀도우,[에르비] 프레스드 리치 피그먼트 N,1144
001081000039,라포티셀,00108,로션 & 에멀젼,A.C. 데일리 카밍 모이스춰라이져 50ml,1145
001041000016,센카,00104,클렌징 워터,올 클리어 워터 미셀라 포뮬러 프레시 1+1,1146
007011000378,펜할리곤스,00701,향수,펜할리곤스 로드 조지 EDP 75ML,1147
005021000067,마이팩토리,00502,스펀지&퍼프,엘리트모델스 미니 에그 스펀지 x3ea,1148
007011000060,프라고나르퍼퓸,00701,향수,프라고나르 에뚜알 퍼퓸 60ML,1149
220110000073,구딸파리,22011,남성향수,[P] 오 드 무슈 EDT,1150
001081000024,라포티셀,00108,클렌징 티슈,[2+1] 페이셜 패드 100매,1151
111310000326,미쟝센,11131,트리트먼트 & 팩,트리트먼트 대용량 라인별 3종,1152
